business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
0rrVAvYeo_NYZyL26deFOw,"""Mark's Cleaning Service""",,"""325 Elmwood Dr""",Medina,OH,44256,41.1355533,-81.8662729,5,3,1,Carpet Cleaning;Home Cleaning;Home Services;Window Washing;Local Services
qpGMmQX4AgT12fDdvQLprg,"""Open Road Tours""",,"""522 E Dunlap Ave""",Phoenix,AZ,85020,33.5679787,-112.0663763,3,4,1,Airport Shuttles;Transportation;Tours;Hotels & Travel
3PBtdSIyhMmxwPt7yHN9AA,"""Sala Cafe Bar""",New Town,"""58a Broughton Street""",Edinburgh,EDH,EH1 3SA,55.9587166,-3.1903597,4.5,3,0,Restaurants;Nightlife;Food;Cafes;Bars;Gay Bars;Coffee & Tea
RSHxhZ4lDl24kgoNsdPdIw,"""Game Stop""",Sunrise,"""3266 Las Vegas Blvd N""",Las Vegas,NV,89115,36.2168566,-115.0922849,4,4,1,Video Game Stores;Videos & Video Game Rental;Shopping;Books;Mags;Music & Video
Ur4eYOFq4qVLHkZJNmcqfQ,"""Prosperity Social Club""",Tremont,"""1109 Starkweather Ave""",Cleveland,OH,44113,41.477068,-81.689789,4,182,1,Restaurants;Pubs;Bars;Breakfast & Brunch;Nightlife
czcfymgrQdf8lif5e7kZ4w,"""Dutil Denim""",West Queen West,"""704 Queen Street W""",Toronto,ON,M6J 1E7,43.6464136,-79.4084351,4.5,7,1,Men's Clothing;Women's Clothing;Fashion;Shopping
hEchr7dMynJaZsPkfTtdUQ,"""Natural Healthcare Specialties""",,"""13203 S 48th St""",Phoenix,AZ,85044,33.3266594,-111.9800684,3.5,3,1,Naturopathic/Holistic;Chiropractors;Health & Medical;Doctors;Nutritionists
43q_DY0ioU7sAwtj2twcsw,"""Schuster Printing""",,"""1022 E Vista Del Cerro Dr""",Tempe,AZ,85281,33.4105192,-111.9231444,5,6,1,Local Services;Professional Services;Screen Printing/T-Shirt Printing
_YHMyBxsf9rw6LQYVejuZQ,"""Quality Transmission Service""",,"""221 S McClintock Dr""",Tempe,AZ,85281,33.4277249,-111.9086338,5,10,0,Transmission Repair;Auto Repair;Automotive
bAlDlcvPFDED9ZteCLiUZA,"""Club Nutrition""",,"""521 S College Ave, Ste 108""",Tempe,AZ,85281,33.42502195,-111.9348395,4.5,16,1,Specialty Food;Food;Shopping;Health Markets;Vitamins & Supplements
_T1Hd9hgFT3kwVyXOhm_Sg,"""Liz Harris Realty""",,"""543 N Kimberlee Way""",Chandler,AZ,85225,33.312255,-111.794583,5,4,1,Real Estate Agents;Real Estate;Commercial Real Estate;Home Services;Real Estate Services
NRQSeBoEyFpiGJDf3ebtyA,"""Basha - Des Sources""",Dollard-des-Ormeaux,"""3339 Boulevard des Sources""",Dollard-des-Ormeaux,QC,H9B 1Z8,45.48402196,-73.79551095,3,6,1,Indian;Lebanese;Middle Eastern;Pakistani;Restaurants
JwsdKvMxyuj1gyicFrsfoQ,"""Poeme""",Plateau-Mont-Royal,"""5687 boul. Saint-Laurent""",Montréal,QC,H2T 1S9,45.5268177,-73.6010545,5,3,1,Shopping;Fashion
740wYNcuZ_qkgJ0jz1lM6A,"""Sam's Kitchen""",,"""114 Brock Street S""",Whitby,ON,L1N 4J8,43.8793967,-78.9420503,3,3,1,Food;Specialty Food;Ethnic Food;Imported Food
VaPwST8ZJ3deHSC0zN2Pgg,"""Waxing By Tatianna - All Styles Salon""",,"""3502 W Greenway Rd, Ste 8""",Phoenix,AZ,85053,33.625581,-112.1339924,2.5,3,1,Beauty & Spas;Skin Care;Waxing;Hair Removal
aV4lmp3mQHhi6eykm2VOBg,"""Gracie Barra - Charlotte""",,"""3324 South Blvd""",Charlotte,NC,28209,35.1952268,-80.87293101,5,13,1,Gyms;Martial Arts;Trainers;Active Life;Fitness & Instruction
8F1mm36QXYRph9_vjBlTuw,"""Wing Haven Gardens & Bird Sanctuary""",,"""248 Ridgewood Ave""",Charlotte,NC,28209,35.178986,-80.840878,4,8,1,Parks;Active Life;Shopping;Arts & Entertainment;Home & Garden;Nurseries & Gardening;Landmarks & Historical Buildings;Botanical Gardens;Museums;Public Services & Government
xNU9Gz21prvZ43ZXrXFvfw,"""Old Town Context""",Old Town,"""42-44 Cockburn Street""",Edinburgh,EDH,EH1 1PB,55.9504776,-3.189037085,5,4,1,Shopping;Arts & Crafts;Home & Garden;Home Decor;Flowers & Gifts;Cards & Stationery;Event Planning & Services
WxQFr9xKubSeDDY8EKTpYg,"""Robeks""",,"""4025 Richmond Rd""",Beachwood,OH,44122,41.44726044,-81.4969914,3.5,10,1,Juice Bars & Smoothies;Food
iFCz-xI7CV98fcaB4Chh3g,"""The Black Sheep""",Spring Valley,"""8680 W Warm Springs Rd""",Las Vegas,NV,89148,36.0560801,-115.2808739,4.5,178,1,Cocktail Bars;Nightlife;Restaurants;Wine Bars;American (New);Bars
dmzwPu_wKO9LRfdsaiwOjw,"""Nails By Roza""",,"""23215 Commerce Park, Ste 202""",Beachwood,OH,44122,41.4599514,-81.5145204,1,3,1,Nail Salons;Skin Care;Beauty & Spas
XOEkcY79MWAEYwsej2ffeg,"""Arizona Curriculum Theater""",,"""202 N Central Ave""",Phoenix,AZ,85004,33.4505535,-112.0741097,5,5,1,Arts & Entertainment;Performing Arts
SWY1IUjGqJpKwZpPqfUzmg,"""Ficelle Vin, Bulle & Foie Gras""",Plateau-Mont-Royal,"""4517 St-Denis""",Montréal,QC,H2J 2L3,45.5241847,-73.5833842,3,4,1,French;Restaurants
vKYlrQuSymwOveLh9KxNYA,"""Bazaar Studios & Beauty Parlor""",,"""6201 Dean Martin Dr""",Las Vegas,NV,89118,36.0765465,-115.1818616,5,21,1,Event Planning & Services;Hair Salons;Makeup Artists;Photographers;Session Photography;Beauty & Spas
s5lxA2x_p8laP0kO-JWG8Q,"""Freshly Squeezed""",Yonge and Eglinton,"""2200 Yonge Street""",Toronto,ON,M4S 2B8,43.706106,-79.3984606,3.5,3,1,Food;Juice Bars & Smoothies
PqOvKllcXNEhKDO1dduLpg,"""Prana Reiki""",,"""1645 E Missouri Ave, Ste 130""",Phoenix,AZ,85016,33.51714312,-112.0462373,5,13,1,Reiki;Health & Medical
NzCDVbywf7fimsX38POPZA,"""Lewis Albert Andres, MD""",,"""8900 E Raintree Dr, Ste 400""",Scottsdale,AZ,85260,33.6190859,-111.8886577,4,5,1,Hair Removal;Doctors;Skin Care;Laser Hair Removal;Cosmetic Surgeons;Medical Spas;Health & Medical;Beauty & Spas
cf7sazfGpGbpXbVoCgxlmQ,"""Swiss Chalet Rotisserie & Grill""",Dixie,"""1455 Dundas St East""",Mississauga,ON,L4X 1L3,43.6109888,-79.5827547,2.5,8,1,American (Traditional);Comfort Food;Barbeque;Restaurants
fycIi0QxogW2yNmcNu1C1A,"""Juanita's Bakery""",Starmount,"""4724 Old Pineville Rd, Ste-A""",Charlotte,NC,28217,35.176921,-80.8803162,4.5,8,1,Bakeries;Food
h8CofE7U_-SDe16cdoOMHg,"""Branche d'Olivier""",Plateau-Mont-Royal,"""1370 Avenue du Mount-Royal Est""",Montréal,QC,H2J 1Y7,45.53062867,-73.57667996,5,8,1,Imported Food;Health Markets;Specialty Food;Food;Ethnic Food
tyCOrWRRqrg6sym4lKkVZg,"""Huerta's Bakery""",Eastside,"""1165-1185 E Desert Inn Rd""",Las Vegas,NV,89109,36.1296956,-115.1372555,3,4,0,Desserts;Bakeries;Restaurants;Mexican;Food
udet1D1MNcKsR6n7fBpAyg,"""Orchard Family Restaurant""",Cooksville,"""2550 Hurontario Street""",Mississauga,ON,L5B 1N5,43.5784268,-79.6157482,3.5,44,1,Breakfast & Brunch;Restaurants
i4l5A-oFNVtPNK-NIMcqiQ,"""Casa Flooring""",,"""3873 E Craig Rd""",North Las Vegas,NV,89030,36.2399137,-115.091342,5,5,1,Home Services;Flooring
WnXnMFAfUYFZDVS5vRuV3w,"""Sanity Salon & Spa""",,"""15341 W Waddell Rd, Ste 102""",Surprise,AZ,85379,33.6080788,-112.391738,4.5,73,1,Nail Salons;Massage;Hair Salons;Day Spas;Beauty & Spas
1nntUMCGRPvqr2le42HUIw,"""Cottman Transmission and Total Auto Care""",,"""18927 Statesville Rd""",Cornelius,NC,28031,35.4720602,-80.8744193,3.5,9,0,Transmission Repair;Oil Change Stations;Automotive;Auto Repair
eDY9g4_uMX_uMuUzWAFqfg,"""Today's Tiffany Home Decor And More""",,"""1500 Washington Rd, Ste 2802""",Pittsburgh,PA,15228,40.3569591,-80.0518073,2.5,3,1,Lighting Fixtures & Equipment;Jewelry;Home Services;Furniture Stores;Shopping;Home & Garden;Home Decor
DQHMVEMdGyaeriSjiaAtjQ,"""Glimpse Medical""",Spring Valley,"""5990 S Rainbow Blvd""",Las Vegas,NV,89118,36.0801152,-115.2422281,5,10,1,Weight Loss Centers;Doctors;Health & Medical
n5Bu0WBhCiQ5umCE5EzSjg,"""Mercedes-Benz of Arrowhead""",,"""9260 W Bell Rd""",Peoria,AZ,85382,33.63905521,-112.2585007,3,48,1,Car Dealers;Auto Repair;Used Car Dealers;Auto Parts & Supplies;Automotive
NkdpsbNiafCM1ENutFksMg,"""Village Cafe""",,"""214 W Cottage Grove Rd""",Cottage Grove,WI,53527,43.0863206,-89.2027298,4,8,1,Breakfast & Brunch;Restaurants;Diners
nv2z5SYQR0JlzflUrm00Mw,"""Las Vegas Distillery""",,"""7330 Eastgate Rd, Ste 100""",Henderson,NV,89011,36.054555,-115.019143,5,76,1,Food;Tours;Hotels & Travel;Distilleries;Beer;Wine & Spirits
F5gWEmNoP12J8p8drxzILA,"""Julia's Nails""",Scarborough,"""2101 Brimley Road, Unit 101""",Toronto,ON,M1S 2B4,43.7887581,-79.2687965,3.5,6,1,Nail Salons;Beauty & Spas
M6hZs_gyj7xe2iuSfX-X2A,"""T-Mobile""",,"""9284 W Northern Ave, Ste 105""",Glendale,AZ,85305,33.552679,-112.258961,2,5,1,Shopping;Mobile Phones
KXm985mqomFOHs2GmPsfQA,"""Gamestop""",,"""9284 W Northern Ave""",Glendale,AZ,85305,33.552679,-112.258961,3,4,1,Shopping;Hobby Shops
cISQE8tQ29Q043hmY7LT2g,"""California Hotel-Casino & R V Park""",,"""200 N Main St""",Las Vegas,NV,89101,36.1743158,-115.145311,3,3,1,Event Planning & Services;Arts & Entertainment;Hotels & Travel;Hotels;Casinos
h0G1wnCQCqgk66IXMo9-Ow,"""DC Fit Las Vegas""",Spring Valley,"""9640 W Tropicana Ave, Ste 113""",Las Vegas,NV,89147,36.10108997,-115.3026147,5,5,1,Boxing;Martial Arts;Kickboxing;Fitness & Instruction;Active Life;Gyms
WkamKxc3anY5z_Js2Sn6lQ,"""Roti King West Indian Restaurant""",,"""1688 Eglinton Avenue W""",York,ON,M6E 2H5,43.6966654,-79.4457949,3,4,1,Pakistani;Restaurants;Ethnic Food;Caribbean;Imported Food;Specialty Food;Middle Eastern;Indian;Food
d-yJNLCoiodZvVQbHUCMOQ,"""Netco Title""",,"""7345 S Pecos Rd""",Las Vegas,NV,89120,36.056238,-115.101759,3.5,3,1,Real Estate Services;Real Estate;Home Services
dj5Cs7YrZ0OBvtE10YDM6Q,"""US Storage Centers""",,"""4860 North 83rd Ave""",Phoenix,AZ,85033,33.507427,-112.23937,4,4,1,Local Services;Self Storage
4YDzojuwciknAszCLe5qEA,"""The Griffin Mansions""",,"""""",Las Vegas,NV,,36.175,-115.136389,2,5,0,Event Planning & Services;Venues & Event Spaces
8hoBb4y_YvSGJXR1n4nAeg,"""Digital Office Solutions""",,"""5005 S Ash Ave, Ste A22""",Tempe,AZ,85282,33.380352,-111.94107,5,3,1,Local Services;Professional Services
BnXbR8lmLwSeTlpwSv0ylA,"""Shamrock Heating & Cooling""",,"""5025 South Ash Ave, Ste 2""",Tempe,AZ,85282,33.3793699,-111.9410291,3.5,34,1,Home Services;Heating & Air Conditioning/HVAC
UnqrVBVGEEJUYYZnlQl0KQ,"""Airpark Bicycle Center""",,"""8388 E Hartford Dr""",Scottsdale,AZ,85255,33.6422538,-111.8994867,5,5,0,Bikes;Shopping;Sporting Goods
YBWy5z-6vJRYsBZPFwDKVQ,"""Creative Nails & Spa""",,"""17060 N Thompson Peak Pkwy, Ste 110""",Scottsdale,AZ,85255,33.64102173,-111.8611908,4,28,1,Nail Salons;Hair Removal;Beauty & Spas
K4XoChFOF0pV3jdJpc5u6g,"""Mega Furniture""",,"""4095 S Gilbert Rd, Ste 101""",Gilbert,AZ,85296,33.2757803,-111.7868274,2,20,1,Home & Garden;Mattresses;Shopping;Furniture Stores
lah6H9vPStXQ3-TQyRtDbA,"""A2Z FLOWERS""",,"""538 S Gilbert Rd, Ste 105""",Gilbert,AZ,85296,33.3403959,-111.7909402,4.5,17,1,Wedding Planning;Florists;Event Planning & Services;Shopping;Flowers & Gifts
KfEhTVsSXfR-BGt0YW0X7A,"""Sun Valley Patio Door Service""",,"""""",Phoenix,AZ,,33.44837701,-112.074037,5,4,1,Door Sales/Installation;Home Services;Contractors
I-6_QxxGb_SsvFJhjrphVg,"""Orkin Pest Control""",,"""""",Charlotte,NC,28269,35.3352529,-80.7990185,1,3,1,Pest Control;Local Services
lzF-nrG9kblOm5eweaBJGg,"""The Art of Shaving""",The Strip,"""3200 Las Vegas Blvd, Ste 1790""",Las Vegas,NV,89109,36.127546,-115.172192,4.5,10,1,Barbers;Shopping;Cosmetics & Beauty Supply;Beauty & Spas
qPGSU1NFePZ2lpwNtMFXmg,"""Infinity Concierge Services""",The Strip,"""101 Convention Center Dr, Ste 1225""",Las Vegas,NV,89109,36.1318813,-115.1610651,3,12,1,Travel Agents;Travel Services;Hotels & Travel
9LdvD5AzftSghCUKVkKirQ,"""Bell Tower Liquors""",,"""6302 W Bell Rd""",Glendale,AZ,85308,33.6390056,-112.1961711,4.5,5,1,Beer;Wine & Spirits;Food
JHaDgBMN_rNg80yE-UwVfw,"""Diamond Kitchen and Bath, Inc""",,"""5710 W Bell Rd, Ste 2""",Glendale,AZ,85308,33.6392404,-112.1827854,1,3,1,Contractors;Kitchen & Bath;Cabinetry;Shopping;Home Services;Home & Garden
FJNzBAHuJbAiQCdhIdPQjA,"""Dragon Chef""",Meadowvale Village,"""7070 Saint Barbara Boulevard""",Mississauga,ON,L5W 0C9,43.6392362,-79.716199,2.5,3,0,Restaurants;Chinese
AyUO53ftWgCU0gcrYMb3cQ,"""Sweet Olenka's""",New Toronto,"""2790 Lakeshore Boulevard W""",Etobicoke,ON,M8V 1H5,43.6020648,-79.5002395,4.5,76,1,Desserts;Food;Bakeries;Ice Cream & Frozen Yogurt
K2H_d8GoJDfTqgYVPK8gdQ,"""My Nail Spa""",,"""6426 W Sugar Creek Rd""",Charlotte,NC,28269,35.33556766,-80.79684812,2.5,10,1,Beauty & Spas;Nail Salons
2LjAiVBWQefB2oT0mkYBFQ,"""Marc's Stores""",,"""21661 Center Ridge Rd""",Rocky River,OH,44116,41.457714,-81.859473,3.5,9,1,Shopping;Fruits & Veggies;Discount Store;Health & Medical;Drugstores;Grocery;Pharmacy;Food;Specialty Food
EX60HoNJRs3ALidmEGDgWA,"""Jimmy John's""",University City,"""350 E McCullough Dr""",Charlotte,NC,28263,35.3019365,-80.7491376,4,33,1,Delis;Sandwiches;Restaurants
Cn7LdD5-vewWHm7NWVqMKw,"""Greasy Axle""",Eastland,"""6230 Albemarle Rd""",Charlotte,NC,28212,35.20260912,-80.73917214,2,5,1,Oil Change Stations;Auto Repair;Automotive
FuiM-n2xEJN6e_V4DVTq5A,"""Diversified Roofing""",,"""2015 W Mountain View Rd""",Phoenix,AZ,85021,33.57383,-112.102,2.5,12,1,Roofing;Home Services;Contractors
JLC7GX4d0qkd5lm14QKZ-w,"""Pawgo Galloping Groomer""",,"""102 W Hatcher Rd""",Phoenix,AZ,85021,33.5715606,-112.0762672,4,37,1,Pets;Pet Services;Pet Groomers
wTmns_UQb6zhfYz6RVNvxQ,"""Regis Salon""",,"""7014 E Camelback Rd, Scottsdale Fashion Square""",Scottsdale,AZ,85251,33.503947,-111.931339,4,19,1,Beauty & Spas;Shopping;Cosmetics & Beauty Supply;Hair Salons
zP_U5nyuLamO4j4ghY6zbA,"""Sandy Margolin - Urban Nest Realty""",Summerlin,"""10220 W Charleston Blvd, Ste 3""",Las Vegas,NV,89135,36.1605031,-115.3188741,5,35,1,Real Estate;Home Services;Real Estate Services;Real Estate Agents
kplbTXzOaUJqP2BwanoYjw,"""Dino's Ristorante""",,"""15842 N Cave Creek Rd""",Phoenix,AZ,85032,33.63076848,-112.0312417,4.5,38,0,Pizza;Food;Restaurants;Italian;Bakeries
tAayweHA0dCq3J0W3y6psg,"""Divan Restaurant""",Relenberg,"""Hölderlinstr. 35 A""",Stuttgart,BW,70174,48.78458923,9.160952956,4,33,1,Turkish;Restaurants
61_eWCVWBHmfuJ8AW1zpJQ,"""Given's Hair Braiding & Weaving""",,"""70 Concord Commons Pl SW""",Concord,NC,28027,35.3905926,-80.6204214,2.5,3,1,Hair Salons;Beauty & Spas
nNVkOU4VCJk866ixG9j95Q,"""Chopstixpress""",,"""2270 Keele Street""",Toronto,ON,M6M 2P5,43.702525,-79.4771997,4,6,1,Restaurants;Chinese;Soup;Fast Food;Noodles
yhcgONZE_flFHrTEM60o3g,"""Barro's Pizza""",,"""1066 N Power Rd""",Mesa,AZ,85205,33.43591418,-111.6848631,4,10,0,Pizza;Restaurants
rCLve9Q5ObVpWbJowwCS2Q,"""Mesa Pet Grooming""",,"""6350 E Main St""",Mesa,AZ,85205,33.416402,-111.693521,5,5,1,Pet Groomers;Pets;Pet Services
Lb2EkKCqZTNaY3UNp9Tv-g,"""Tarwater Elementary School""",,"""2300 S Gardner Dr""",Chandler,AZ,85248,33.271483,-111.867246,5,3,1,Education;Elementary Schools;Middle Schools & High Schools
aIdBu4YqH41cSVbcEw5tew,"""Mavis Dental Centre""",East Credit,"""660 Eglinton Avenue W""",Mississauga,ON,L5R 3V2,43.5920954,-79.6666777,2.5,3,1,Dentists;Health & Medical;General Dentistry
#NAME?,"""O'reilly Auto Parts""",Downtown,"""2755 E Sahara Ave""",Las Vegas,NV,89121,36.14380975,-115.1126325,3.5,6,1,Auto Parts & Supplies;Automotive
RAkXl2GwAaNVvS8-BCy59Q,"""Creative Custom Awnings""",Downtown,"""71 Spectrum Blvd""",Las Vegas,NV,89101,36.162009,-115.102481,1,4,0,Contractors;Professional Services;Home Services
Y6aIxsZNpufjMy06x1qTvA,"""Kim's Hair Studio""",Willowdale,"""5592 Yonge Street""",North York,ON,M2N 5S2,43.7795536,-79.4160043,4,4,1,Barbers;Hair Salons;Beauty & Spas
PjzIBRm4pxV_mivCZtmZlw,"""Duke Of Wellington""",,"""2 West Lane""",Whitby,NYK,YO21 2LY,54.4686545,-0.9092471,5,3,1,Hotels & Travel;Event Planning & Services;Hotels
Orv6PmPM0rmbm93B_0Cr-w,"""Banfield Pet Hospital""",,"""6632 E Mckellips Rd""",Mesa,AZ,85215,33.45355663,-111.6873828,2,8,1,Veterinarians;Pets
bsh6hY5XgOgHwCjyCnOK8Q,"""Sun City West Animal Hospital""",,"""13576 W Camino Del Sol""",Sun City West,AZ,85375,33.6558036,-112.3543748,4.5,21,1,Pets;Veterinarians
EJxFL3nhrNXfMV77DBsFmw,"""Desert Valley Aire""",,"""7575 N 75th Ave, Ste 2""",Glendale,AZ,85303,33.5468252,-112.219105,2,26,1,Heating & Air Conditioning/HVAC;Home Services;Water Heater Installation/Repair
SmHsCSOL3rosEjc-4y8hRw,"""Digitell Cellular Communications, Inc.""",,"""3111 W Chandler Blvd""",Chandler,AZ,85226,33.3016651,-111.8980181,1.5,3,1,Mobile Phones;Shopping
c0fY7EkeTEBWCRBJKAwzbQ,"""Savers""",Eastside,"""3145 E Tropicana Ave""",Las Vegas,NV,89121,36.0999382,-115.1067567,3,11,0,Shopping;Thrift Stores
KdxhPdSuPq-VQrbtPLdq2w,"""Dennis Uniforms""",,"""4610 Arville St""",Las Vegas,NV,89103,36.1061738,-115.1988096,2.5,3,0,Uniforms;Shopping
l3SBg8iCNN_4-dnV0Wk4fg,"""Brew 133""",,"""13368 Madison Ave""",Lakewood,OH,44107,41.477292,-81.784374,3,11,0,Arts & Entertainment;Bars;Burgers;Nightlife;Music Venues;Restaurants
PPubJ0Nre_VIody7aj_ALg,"""Harvest Noon""",University of Toronto,"""16 Bancroft Avenue, 2nd Floor""",Toronto,ON,M5S 1C1,43.6607028,-79.4001796,4,9,1,Restaurants;Vegan
#NAME?,"""Mucho Burrito""",Lisgar,"""2963 Argentia Rd, Unit 3""",Mississauga,ON,L5N 0A2,43.5979387,-79.7840856,3,6,1,Restaurants;Mexican
uCkcwxY8AUiPQxRl8bjo6A,"""Superior Tire - Goodyear Auto Service Center""",,"""5593 Losee Rd""",North Las Vegas,NV,89081,36.2613828,-115.1173791,4.5,84,1,Tires;Automotive;Auto Repair;Oil Change Stations
NJgEanFCcBPxY5eKyEf2Lg,"""Adam's Paralegal Services""",Downtown,"""1511 S Maryland Pkwy""",Las Vegas,NE,89104,36.152569,-115.136644,4,4,1,Lawyers;Divorce & Family Law;Professional Services
66B7oeVnhuAifEytmAfpHw,"""The Tile Shop""",,"""8154 W Bell Rd, Ste 4""",Glendale,AZ,85308,33.639613,-112.231042,4,3,1,Shopping;Flooring;Home & Garden;Tiling;Kitchen & Bath;Home Services
Dbc1Lwtk9Rdl6wwfwipgSQ,"""Costco""",Laval,"""2999 Autoroute Laval 440 Ouest""",Laval,QC,H7P,45.5733661,-73.75722403,4,7,1,Wholesale Stores;Shopping
2INywT8Bxcb-El-6x3IAyA,"""Waterbean Coffee""",,"""9705 Sam Furr Rd, Ste A""",Huntersville,NC,28078,35.44300997,-80.8640987,4.5,49,1,Coffee & Tea;Beer;Wine & Spirits;Food
5i-li8gXa3VVh96UL108uQ,"""Rio Nails""",,"""7550 W Lake Mead Blvd""",Las Vegas,NV,89128,36.1975948,-115.259631,4.5,53,1,Nail Salons;Beauty & Spas
2GfKCR3S8I2m0iiyEd3sKA,"""Blue Agave""",,"""4321 W Flamingo Rd""",Las Vegas,NV,89103,36.114539,-115.195684,1.5,5,0,Restaurants;Mexican;Seafood
XMPBg6r_LqZhy9Cf-4ZJrA,"""Panera Bread""",,"""19705 Center Ridge Rd""",Rocky River,OH,44116,41.464592,-81.841481,2.5,18,1,Salad;Bagels;Soup;Sandwiches;Food;Breakfast & Brunch;Restaurants
z_zyOfFO-OIYgCR5hstyTw,"""Mama Fu's Asian House""",,"""402 Great Northern Mall""",North Olmsted,OH,44070,41.416814,-81.906416,3,26,0,Restaurants;Vietnamese;Asian Fusion;Chinese
rPFNOLQ-XljZkoD9jowl8Q,"""Bill Kap Piano""",Windemere,"""14130 Euclid Ave""",Cleveland,OH,44112,41.5285747,-81.5839654,3.5,3,1,Piano Stores;Local Services;Shopping;Home Services;Musical Instrument Services;Musical Instruments & Teachers;Movers
Jwa6JhtkYq46jZG_UZriZQ,"""The Little Birdie Wine Nest""",,"""6060 Broadview Rd""",Parma,OH,44134,41.3989124,-81.6896357,5,6,1,Nightlife;Paint & Sip;Bars;Wine Bars;Arts & Entertainment
UrX0UEejKhHzk158VxlQzA,"""Arizona Polish Festival""",,"""2828 W Country Gables Dr""",Phoenix,AZ,85053,33.61956406,-112.1198502,4,8,1,Restaurants;Arts & Entertainment;Festivals;Polish
4p2_K16TPjAvJCwNWtWHQw,"""Intelliquick Delivery""",,"""4022 S 20th St""",Phoenix,AZ,85040,33.409297,-112.039134,3,10,1,Local Services;Couriers & Delivery Services
zJzxhOSFt3I8LHGezrKBxA,"""Delta Mechanical""",,"""6056 E Baseline Rd""",Mesa,AZ,85206,33.3802917,-111.699975,3,6,1,Heating & Air Conditioning/HVAC;Home Services;Plumbing;Water Heater Installation/Repair
4RuvMdSMADjX7z1moEPpNQ,"""Michael Mahl, MD""",,"""312 N Alma School Rd, Ste 17""",Chandler,AZ,85224,33.308013,-111.859946,4,4,0,Psychiatrists;Health & Medical;Doctors
kK8x7Hjr3IyuohZQCK9LsA,"""Real Fruit Bubble Tea""",Unionville Mainstreet,"""209 Main Street, Unit #1""",Markham,ON,L3R 2G8,43.86874383,-79.31210204,2,9,1,Food;Juice Bars & Smoothies;Tea Rooms
Ty6Cw-cqTJ-87lVqtigsdg,"""DOC Auto Repair""",Sunrise,"""4380 E Lake Mead""",Las Vegas,NV,89115,36.196257,-115.0773936,5,7,1,Automotive;Auto Repair
NSPIs_z3SarHKee643Q0iA,"""A to Z Prestigious Contracting""",,"""""",Phoenix,AZ,,33.4483771,-112.0740373,1,5,1,Damage Restoration;Plumbing;Home Services;Painters
82YGtjc5KKikNiqBZ33qzw,"""Kyara Japanese Tapas""",Spring Valley,"""6555 S Jones Blvd, Ste 120""",Las Vegas,NV,89118,36.0698514,-115.2249867,4,428,1,Food;Restaurants;Japanese;Tapas Bars;Desserts
zAhv5Pg3vUB_kzdCj0KtDg,"""The Chicken Shack""",Spring Valley,"""4950 S. Rainbow Blvd, Ste 130""",Las Vegas,NV,89118,36.09859661,-115.2425259,3.5,33,1,Restaurants;Fast Food;Chicken Wings;Chicken Shop
etylBefPKEMjm9nS9c1qiw,"""Port of Subs""",,"""1342 W Warner Rd""",Tempe,AZ,85284,33.3350123,-111.9619516,2.5,36,1,Delis;Sandwiches;Restaurants
ZajyN6HxKfgTW3b2byatLg,"""Tail Waggers Club""",,"""3251 W Craig Rd, Ste 100""",North Las Vegas,NV,89032,36.2381693,-115.1834092,4.5,14,1,Pet Groomers;Pet Services;Pets
lANErA3v8e2VYzMvLzWN7w,"""Alco Parking - West General Robinson Street Garage""",North Side,"""668 W General Robinson St""",Pittsburgh,PA,15212,40.4476669,-80.0095963,4,4,1,Automotive;Parking;Public Transportation;Hotels & Travel;Transportation
m5cyY7o-k8t1Nlrb7z4xfg,"""LowerGear Outdoor Rentals and Sales""",,"""2155 E University Dr, Ste 107""",Tempe,AZ,85281,33.4213469,-111.8930601,3,15,1,Shopping;Outdoor Gear;Hiking;Active Life;Sporting Goods
HyOH2JvzQGKKns6BSZ8lHw,"""The Vegan Duchess""",Yonge and Eglinton,"""2354 Yonge Street""",Toronto,ON,M4P 2E6,43.7086263,-79.3989537,3.5,12,0,Live/Raw Food;Restaurants;Vegan
fFClJbyFz-_Edv9lNy6fkQ,"""Autospec-lv""",Westside,"""2695 S Decatur Blvd, Ste 250""",Las Vegas,NV,89102,36.1413119,-115.2090055,3,15,1,Body Shops;Auto Repair;Auto Detailing;Auto Customization;Automotive
8SVJcTatNsro7wtFNYkbmw,"""Sin City Birth""",Southwest,"""""",Las Vegas,NV,89141,36.00491651,-115.2255964,4.5,8,0,Doulas;Education;Lactation Services;Specialty Schools;Health & Medical;Childbirth Education;Professional Services;Personal Assistants;Midwives
HMY3WmOlV_shC0S-8DZXDg,"""Zendejas Detailing""",,"""2207 S 48th St, Ste J""",Tempe,AZ,85282,33.4041949,-111.9778817,5,4,1,Automotive;Auto Detailing;Body Shops;Car Wash;Auto Glass Services;Car Window Tinting
TAoN9nsibXOxsOnnG7Kd_g,"""Riazzi's Italian Garden""",,"""2700 S Mill Ave""",Tempe,AZ,85282,33.3998762,-111.9400825,3.5,141,0,Italian;Restaurants
qBZGW8GM7mPuYxQ5lhl_eA,"""Tropical Smoothie Cafe""",,"""2435 W Hwy 160, Ste 104""",Tega Cay,SC,29708,35.04659892,-80.99129194,4,20,1,Juice Bars & Smoothies;Food;Restaurants;Cafes;Fast Food;Sandwiches
