address,area,city,country,hotel_category,hotel_description,hotel_facilities,hotel_star_rating,image_count,latitude,locality,longitude,property_id,property_name,property_type,province,room_area,room_count,room_facilities,room_type,state,uniq_id
"Bamanpada,rudana,khanvel",Khanvel,Silvassa,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,"Swimming Pool|Doctor on Call|Laundry Service Available|Local Tour / Travel Desk|24 Hour Front Desk|Air-Conditioning - Central|Jacuzzi|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Vegetarian Food / Jain Food Available|Food Facility|Room Service (24 Hours)|Internet / Fax (Reception area only)|Parking Facility",0,13,20.2762659,Khanvel,73.0083061,HTLGBO1000007807,Forest village holiday homes,Resort,Silvassa,,6,Room Service |Ceiling Fan|Ensuite / Private Bathroom| Hot / Cold Running Water|Housekeeping|Separate Bathtubs And Shower|Private Garden|TV|Attached Bathroom,Villas,Dadra and Nagar Haveli,6ad33922f97f686b84220fd8d97a3687
"2, Inner Circle Road, Bistupur, Jamshedpur,",Bistupur,Jamshedpur,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Cancellation and Amendment Policy : Cancellation and amendment for bookings made under any offer will be non refundable. Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Airport Transfer Available / Surcharge|Business Center |Currency Exchange|Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Front Desk|Multi Cuisine Restaurant |Non Smoking Hotel,4,19,22.799517,Bistupur,86.1737346,HTLGBO1000002779,Fortune Park Centre Point,Hotel,Jamshedpur,,40,Air Conditioning |Alarm Clock|Balcony / Terrace|Bathrobe (on request) |Basic Bathroom Amenities|Video/ DVD/ CD Player Available|Clothes Dryer|Ensuite / Private Bathroom|Hairdryer (on request)|Heating Facility (on request) |Iron / Ironing board available|Tea Coffee Kettle / Maker|Mini bar - On Charge |Telephone,Standard Room,Jharkhand,0a616f61a889de5c8a89aa220db8b710
Estrela Do Mar Beach Resort  Khobra Vaddo Baga Calangute   Goa   403516,Calangute Area,Goa,India,regular,The standard check-in time is 02:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Swimming Pool|Airport Transfer Available / Surcharge|Bar / Lounge |Doctor on Call|Dry Cleaning|Games Zone|Internet Access - Surcharge|Laundry Service Available|Library|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Power Backup|Multi Lingual Staff|Wake-up Call / Service|Car Rental|Express Laundry|Kids Play Zone|Room Service (24 Hours)|Guide / Sightseeing Service|Outdoor Parking - Secured|Internet Access,4,47,15.55119039,Calangute Area,73.75533777,HTLGBO1000001645,Estrela Do Mar Beach Resort - A Beach Property,Resort,Goa,19 X 19 Sq.ft.,131,"Air Conditioning |Balcony / Terrace|Cable / Satellite / Pay TV available|Ceiling Fan|Hairdryer (on request)|Iron / Ironing board available|Tea Coffee Kettle / Maker|Mini bar - On Charge |Shower Caps Available| Hot / Cold Running Water|Extra Bed, Towels, Linens, Bedding (on request)|Moisturiser|Safe - In - Room |Wardrobe|Mini Refrigerator|Attached Bathroom",Executive Room,Goa,e910d42ce6bfafe65321f20a00f9604b
"Devangi Post, Thirthahalli Taluk,Shimoga District, Karnataka - 577 415",B H Road,Shimoga,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Parking Facilities Available|Front Desk,0,2,13.9299299,B H Road,75.568101,HTLGBO1000056498,DEVANGI ATITHYA HOMESTAY,Homestay,Shimoga,,4,"Room Service |Basic Bathroom Amenities|Telephone| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries",DELUXE ROOM,Karnataka,a420426f7fc74aa904f910987427dca2
"Near sale tax check post, Muthanga, Sulthan Bathery, Wayanad",Sulthan Bathery,Wayanad,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Check-in time : 12 pm Check-out time : 11 am Early check-in / Late check-out is subject to availabilty of rooms and is chargeable. There will be a hike of Rs.500 per head from Dec 21s to Jan 5th. Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. There will be season hike for Oct/Nov/Dec Rs.1000 per Room/Per night will be payable directly at the hotel at the  time of check-in,Banquet Facilities|Barbecue Area|Games Zone|Parking Facilities Available|Pets Allowed|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Hookah Lounge|Major Credit Cards Accepted|Welcome Drinks|Power Backup|Gardens|Multi Lingual Staff|Wake-up Call / Service|Suitable For Children|Coffee Shop / Cafe|Fire Place Available |Safari|Boating|Nature Walk|Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Kids Play Zone|Taxi Services|Badminttion Court|Campfire / Bon Fire|Food Facility| Drivers Rest Room|Newspapers In Lobby|Children's Park|Family Room|Guide / Sightseeing Service|Internet / Fax (Reception area only)|Adjoining Rooms|Outdoor Parking - Secured|Parking Facility,3,31,11.66214786,Sulthan Bathery,76.35571497,HTLGBO1000003701,Emarald Wild West Wayanad,Resort,Wayanad,20 X 16 Sq.ft.,13,"Room Service |Balcony / Terrace|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Internet Connection In Room|Telephone|Shower Facility Available|Mineral Water|Premium Beddings / Hypo-Allergenic | Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Window Opens|Makeup / Shaving Mirror|Premium Amenities / Toiletries|Moisturiser|Handheld Showers|Coffee Table|HD / LCD Satellite TV |Soundproof Windows|TV|Mirror|Luxurious Feather Mattresses|Luggage Rack|Attached Bathroom",2 Bedroom Cottage,Kerala,66d9ac94348fd95757a0cf47f1b8b434
"H.No. 6/34B Khobrawado, Calangute Goa",Calangute Area,Goa,India,regular,"The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Photo ids are compulsory at the time of Ch-in, Hotel may reject confirm booking if fail to produce same",Doctor on Call|Car Rental|Room Service (24 Hours),0,6,15.55134891,Calangute Area,73.7550957,HTLGBO1000016098,Fraddie Guest House,Guest House,Goa,,2,Air Conditioning |Balcony / Terrace|Cable / Satellite / Pay TV available|Ceiling Fan|Ensuite / Private Bathroom|Refrigerator| Hot / Cold Running Water|Wardrobe,Standard A/C Room,Goa,248968fef8c0f8fd3a085f03c64a8685
"Khurpatal, Nainital (West), on Kaladungi Road, Nainital , 10 Kms From Nainital.",Mallital,Nainital,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly AMMENDMENT POLICY: Amendments will be treated as cancellation. Any refund will take at least 15 days to process. Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. Mandatory 31st Night Gala Event Supplement will be applicable as per Hotel Policy.,Banquet Facilities|Beauty Salon - on charge|Billiards|Business Center |Doctor on Call|Games Zone|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|Power Backup|Conference Facility |Internet Access Free|Children's Park|Room Service (24 Hours)|Spa Services Onsite - Free|Outdoor Parking - Secured|Parking Facility|Speciality Restaurant |Suites,3,26,29.36989802,Mallital,79.42807079,HTLGBO1000000464,"Dynasty Resort, Khurpatal",Resort,Nainital,10 X 12 Sq.ft.,17,Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ensuite / Private Bathroom|Tea Coffee Kettle / Maker|Refrigerator|Telephone|Safe - In - Room,Deluxe Room,Uttarakhand,a197833785f55dba568e3501dfd3fba0
"5/2, North Mada Street,Srinagar Colony, Saidapet,",Guindy,Chennai,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly It is mandatory for guests to present valid photo identification at the time of check-in. Payment with Debit Card/Credit Card will attract service charges as applicable.,Laundry Service Available|Parking Facilities Available|Front Desk|24 Hour Front Desk|Power Backup|Gardens|Kitchen available (home cook food on request)|Smoking Area |Internet Access Free|Newspapers In Lobby|Family Room|Room Service (24 Hours)|Parking Facility,0,10,13.0145899,Guindy,80.22991899,HTLGBO1000004677,Executive Comfort (Guindy),Guest House,Chennai,14 X 14 Sq.ft.,12,Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Housekeeping|Safe - In - Room,Deluxe Room,Tamil Nadu,f0df1726ada27ad118d33de9b30625ed
"Plot No 96,Sakore Nagar,Near Axis Bank, opposite Union Bank Of India, Viman nagar Pune",Viman Nagar,Pune,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Our Inns reserve the right to admission. Accommodation can be denied to the guests posing as a couple if suitable identification and a non-local address proof is not presented at check-in. Unmarried couple Not allowed.,Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Air-Conditioning - Central|Power Backup|Wake-up Call / Service|Fax Machine|Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Express Laundry|Water Dispenser Available|Food Facility|Newspapers In Lobby|Room Service (24 Hours)|Baggage Room|Parking Facility,3,26,18.5617616,Viman Nagar,73.9077983,HTLGBO1000005653,FabHotel Blossoms Pune Airport,Hotel,Pune,15 X 15 Sq.ft.,48,"Room Service |Air Conditioning |Ceiling Fan|Internet Connection In Room|Shower Facility Available|Housekeeping|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Window Opens|Makeup / Shaving Mirror|Safe - In - Room |HD / LCD Satellite TV |Private Garden|Soundproof Windows|TV|Luggage Rack|Attached Bathroom|Complete Bedding|Curtains/Shades|Daily Room Cleaning|Do-Not-Disturb Notice|Dustbins|In-room Storage Space|In-Room Safe|Phone Messaging Services|Room Door Fitted with Lock and Key|Room with Window/Ventilation|Rooms with Attached Bathrooms",Deluxe Room with free Wifi,Maharashtra,858832b13d3ae9ee67c8e9d36d01ecd2
"A/P - Math, Near Bowlekar Cashew Factory,Tal- Vengurla Dist - Sindhudurg Maharashtra","Near Bowlekar Cashew Factory,Tal- Vengurl",Sindhudurg,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Suitable For Children|Veranda|Taxi Services|Newspapers In Lobby|Room Service|Fire Safety|Anti-Slip Ramps|Fire Exit Signs,0,9,15.8514136,"Near Bowlekar Cashew Factory,Tal- Vengurl",73.6389038,HTLGBO1000077876,Dhuri Homestay,Homestay,Sindhudurg,,2,Room Service |Alarm Clock|Basic Bathroom Amenities|Newspapers|Housekeeping|Window Opens|Makeup / Shaving Mirror|Shaving Kit /Dental Kit|Moisturiser|TV|Mirror|Attached Bathroom|Dustbins|Modern Toilet Facilities|Rooms with Attached Bathrooms|Sufficient Lighting|Western Toilet Seat,Deluxe Room,Maharashtra,013fc3e6ac8bee9f7ad334085e16afe2
"Village Yesde, Revdanda Roha Road (2.5 kms ahead Of Birla Mandir, 6Km Ahead Of Revdanda Beach)",Revdanda,Alibaug,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 10:30 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Galla Dinner will be charged for long weekend/ Christmas/ New year ad festival period should be charged directly at the Hotel,"Swimming Pool|Billiards|Doctor on Call|Games Zone|Laundry Service Available|Library|Parking Facilities Available|Multi Cuisine Restaurant |Spa On Site - Chargeable|Table Tennis|Local Tour / Travel Desk|Major Credit Cards Accepted|Welcome Drinks|Power Backup|Gardens|Wedding Services Facility|Suitable For Children|Massage Services |Pick Up and Drop (Rly Station, Bus Stand, Temple)| Bike on Rent|Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Car Rental|Kids Play Zone|Badminttion Court| Drivers Rest Room|Newspapers In Lobby|Family Room|Party hall|Internet / Fax (Reception area only)|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Restaurant|Room Service|Ayurvedic Facilities |CCTV|First-Aid Kit at Front Desk|Public Restrooms|Security at All Hotel Entrances|Suites",3,36,18.49898234,Revdanda,72.96206519,HTLGBO1000001978,Elysium Resorts,Resort,Alibaug,14 X 14 Sq.ft.,20,Air Conditioning |Alarm Clock|Cable / Satellite / Pay TV available|Ensuite / Private Bathroom| Hot / Cold Running Water,Deluxe Room,Maharashtra,e4a30814959315656d951396ca9fbdad
V-po Mandhol Tehs Jubbal Distt Shimla 12 Km from Kharapathar,Kharapathar,Kharapathar,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 01:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 01 Nights / 01 Days  Children upto 5 years are free on the respective package without extra bed sharing parent's room 5- 12 years- 25%  above 12 years- 50% of the respective package with ( or without ) extra bed,Swimming Pool|Bar / Lounge |Barbecue Area|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Locker Facility|Table Tennis|Hookah Lounge|24 Hour Front Desk|Doorman|Medical Assistance Available|Welcome Drinks|Power Backup|Gardens|Dance Performances (on demand)|Catering|Suitable For Children|Grocery|Coffee Shop / Cafe|Kitchen available (home cook food on request)|Massage Services |Poolside Bar|Skiing Facility Available|Nature Walk|Veranda|Open Air Restaurant / Dining |Veg / Non Veg Kitchens Separate |Horse Ride ( Chargeable ) |Shopping Drop Facility (on fixed timings)|In House Events |Vegetarian Food / Jain Food Available|Car Rental|Badminttion Court|Pool Cafe|Karaoke |Campfire / Bon Fire|Food Facility|Children's Park|Postal / Parcel Services|Room Service (24 Hours)| Cook Services|Air / Rail Booking|Guide / Sightseeing Service|Outdoor Parking - Secured|Parking Facility|Restaurant|Room Service|Fishing|Full Time Operation for All 7 Days|Porter Services Available|Public Restrooms|Security at All Hotel Entrances|Speciality Restaurant |Suites,0,18,31.14259654,Kharapathar,77.70039155,HTLGBO1000077326,Dwarika Residency Shelapani,Bungalow,Kharapathar,,5,Room Service |Air Conditioning |Basic Bathroom Amenities|Ensuite / Private Bathroom|Breakfast Available|Daily Room Cleaning|Sufficient Lighting,Wooden Deluxe Room,Himachal Pradesh,0702469515f6a467b38441a9c18dc189
"Diana Restaurant and Hotels ,UDUPI Private Limited Jodukatte Ajjarkad","Diana Restaurant And Hotels ,Udupi Private Limited Jodukatte Ajjarkad",Udupi,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|Parking Facilities Available|Front Desk|Room Service,0,7,13.3371151,"Diana Restaurant And Hotels ,Udupi Private Limited Jodukatte Ajjarkad",74.746596,HTLGBO1000076678,Diana Hotel,Hotel,Udupi,,12,Room Service |Basic Bathroom Amenities|Ceiling Fan|Telephone,deluxe room,Karnataka,e0333fcd3c6cf13c5a3666ace8c87f62
"Kalachakra maidan Rd, Bodhgaya, Bihar",Maha Bodhi Temple Area,Bodh Gaya,India,regular,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,,0,7,24.6979959,Maha Bodhi Temple Area,84.9886402,HTLGBO1000056058,Dhamma Guest House,Guest House,Bodh Gaya,,8,Room Service,Four Bed Room,Bihar,189e97aae2daf0f3b32b96875ee03ad8
"T.C. 68/1951, Pachalloor P.O., Kovalam Thiruvananthapuram Kerala, India",Kovalam Po,Thiruvananthapuram,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 01:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Doctor on Call|Laundry Service Available|Library|Guide / Sightseeing Service|Internet Access,0,8,8.4266349,Kovalam Po,76.9614255,HTLGBO1000039336,Devikripa Homestay,Homestay,Thiruvananthapuram,,1,Room Service |Balcony / Terrace|Basic Bathroom Amenities|Kitchenette,Deluxe Villa Room,Kerala,de95326eb14823853ddee03922cc4f52
"Perintalmanna,Pulamanthole (Po),Malappuram District",Perinthalmanna,Malappuram,India,regular,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly **** Compulsory Supplement Charges to be Paid **** Mandatory New Year Gala Dinner Charges on 31st Dec at Rs.1500 per person,to be paid at the hotel directly at the time of check in. Mandatory Christmas Gala Dinner charges on 24th Dec at Rs.1500 per person,to be paid at the hotel directly at the time of check in.",Doctor on Call|Health Club / Gym Facility Available|Internet Access - Surcharge|Room Service |Conference Facility,3,9,10.9834249,Perinthalmanna,76.2208867,HTLGBO1000003700,Emarald Ayurveda Resort (45 Mints From Calicut Airport),Resort,Malappuram,,30,Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Telephone| Hot / Cold Running Water,Deluxe Room,Kerala,6e9553a61459556202095f58f236b0b2
"Dreams Palm Beach Resort, Umtta Vaddo, Near Calangute Beach, Bardez",Calangute Area,Goa,India,regular,"The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly AS PER GOVERNMENT DIRECTIVES IT IS MANDATORY FOR ALL GUEST TO SHOW THEIR PHOTO ID AT CHECK IN, WHICH CAN BE IN FORM OF PASSPORT AND VISA COPY/ DRIVING LICENSE/ VOTER ID CARD FAILING WHICH THE HOTEL RESERVES THE RIGHT OF REFUSAL.","Airport Transfer Available / Surcharge|Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Local Tour / Travel Desk|Luggage Storage|Power Backup|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Taxi Services|Food Facility|Room Service (24 Hours)|Parking (Surcharge)|Guide / Sightseeing Service|Parking Facility|Internet Access|Room Service|CCTV|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Paid Transfers",2,17,15.54499213,Calangute Area,73.75765989,HTLGBO1000043812,Dreams Palm Beach Resort,Hotel,Goa,,15,Room Service |Air Conditioning |Alarm Clock|Basic Bathroom Amenities|Ceiling Fan| Hot / Cold Running Water|Housekeeping|Attached Bathroom,SUPER DELUXE ROOM,Goa,0381d945084df67e6152d7b9a66d35a5
"KT Krupal,  Sri Manjunatha Rice Mills,  Gabadi, Tudur Post,  Thirthalli Taluk,Shimoga District",Thirthahalli Taluk,Shimoga,India,regular,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates, extra supplement will be charged over and above the paid rates as per actual and hotel discretion.",Parking Facilities Available|Taxi Services|Food Facility,0,3,13.9299299,Thirthahalli Taluk,75.568101,HTLGBO1000064282,Gabadi River Edge Resort,Resort,Shimoga,,3,Basic Bathroom Amenities|Ceiling Fan,Standard Room(Non-AC),Karnataka,e32c118b28111ef8d767b53ab407f8d6
"Hotel Majestica 2-41/2/A, Sy.4, 2nd Floor, Pavan Priyanka Plaza, Kothaguda X Road, Kondapur",Hi-Tech City,Hyderabad,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Our Inns reserve the right to admission. Accommodation can be denied to the guests posing as a couple if suitable identification and a non-local address proof is not presented at check-in. MAP plan includes limited menu meal.,Banquet Facilities|Doctor on Call|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Major Credit Cards Accepted|24 Hour Front Desk|Doorman|Air-Conditioning - Central|Power Backup|Gardens|Multi Lingual Staff|Wake-up Call / Service|Separate Sitting Area|Conference Facility |Smoking Rooms|Fire Place Available |Board Room|Food Facility|Newspapers In Lobby|Whirlpool Bath / Shower Cubicle|Internet / Fax (Reception area only)|Parking Facility|Internet Access|Restaurant|Room Service|Fire Safety|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Speciality Restaurant,3,28,17.46067821,Hi-Tech City,78.36636925,HTLGBO1000068948,FabHotel Majestica Inn Hitec City,Hotel,Hyderabad,15 X 15 Sq.ft.,60,"Room Service |Air Conditioning |Basic Bathroom Amenities|Ceiling Fan|Internet Connection In Room|Shower Facility Available|Newspapers|Reading Lamps|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Window Opens|Makeup / Shaving Mirror|Premium Amenities / Toiletries|Safe - In - Room |HD / LCD Satellite TV |Sofa Table / Extra Seats |Soundproof Windows|Luggage Rack|Attached Bathroom|Complete Bedding|Curtains/Shades|Daily Room Cleaning|Dustbins|Extra Toilteries on Demand|In-room Storage Space|In-Room Safe|Phone Messaging Services|Room Door Fitted with Lock and Key|Room with Window/Ventilation|Rooms with Attached Bathrooms",Deluxe room with free Wifi,Andhra Pradesh,36bd68c1744733b6d46166cf495ed361
T 26 Block Dlf Phase 3,DLF Phase I I I,Gurgaon,India,regular,"The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas  New year dates, High season  long weekend dates  extra supplement will be charged over  above the paid rates as per actual  hotel discretion.",Doctor on Call|Laundry Service Available|Parking Facilities Available|Front Desk|Power Backup,0,1,28.4916812,DLF Phase I I I,77.094897,HTLGBO1000059152,First Choice Service Apartment,Service Apartment,Gurgaon,,14,,Executive  Room,Haryana,b13eefac6a37bfad34524de1c1450370
"House No 15,20, Beside Krishna Apartment, Ram Krishna Path, North Srikrishna Puri.",Boring Road,Patna,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly payment should be transfer before guest leave on guest house.,Business Center |Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|Power Backup|Gardens|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility|Room Service|Public Restrooms|Suites,3,13,25.5940947,Boring Road,85.1375645,HTLGBO1000049904,Executive Holiday,Guest House,Patna,,82,Room Service |TV|Attached Bathroom,Deluxe,Bihar,e70a34391e4b772188c3d305bcf592c4
"Madho Kunj, Sunil, Auli Road",Auli Road,Joshimath,India,regular,The standard check-in time is 11:00 AM and the standard check-out time is 02:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly ID cards are mandatory during the time check in.,Doctor on Call|Parking Facilities Available|Front Desk|Locker Facility|Food Facility|Family Room|Parking Facility|Room Service|Fire Safety|Anti-Slip Ramps|Fire Exit Signs|First-Aid Kit at Front Desk|Public Restrooms,0,13,30.55499024,Auli Road,79.55148565,HTLGBO1000077054,Dream Mountain Resort,Lodge,Joshimath,,10,Telephone|Breakfast Available|TV|Room Heater|Complete Bedding|Curtains/Shades|Daily Room Cleaning|Sufficient Lighting,Deluxe,Uttarakhand,29074665cacb63aeccb77ff4b45e4e91
"9236, c9, Vasant Kunj",Vasant Kunj,Delhi,India,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Govt Id's are mandatory at the time of check in,Doctor on Call|Dry Cleaning|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Locker Facility|24 Hour Front Desk|Luggage Storage|Power Backup|Express Check-In / Check-Out|Audio - Visual Equipment|Fax Machine|Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Car Rental|Taxi Services|Newspapers In Lobby|Children's Park|Room Service (24 Hours)|Baggage Room|Parking Facility|Internet Access|Room Service|CCTV|First-Aid Kit at Front Desk|Public Restrooms|Stamps and Mailing Facility,0,10,28.5273352,Vasant Kunj,77.1515453,HTLGBO1000098694,Diplomat Home stay,Hotel,Delhi,12 X 13 Sq.ft.,4,"Room Service |Air Conditioning |Alarm Clock|Iron / Ironing board available|Internet Connection In Room|Shower Facility Available|Breakfast Available (surcharge)|Newspapers|Reading Lamps|Shower Caps Available|Mineral Water|Premium Beddings / Hypo-Allergenic |Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Window Opens|Safe - In - Room |Wardrobe|Mirror|Dressing Area|Luggage Rack|Curtains/Shades|Daily Room Cleaning|Dustbins|In-room Storage Space|In-Room Safe",Luxury Room,Delhi,1025676d3a804a31dac33af6559ecb95
