_id,amenities,check_in_date,check_out_date,city,country,description,hotel_star_rating,landmark,latitude,longitude,occupancy,property_address,property_id,property_name,room_price,room_types,uniq_id
ObjectId(5b379a6ee15bc1a8984f1516),WiFi|Elevator|Parking,04/08/2016,05/08/2016,Lucknow,India,"What should you know? Hotel Awadh Inn is situated in the capital of Uttar Pradesh. it offers 30 fully furnished rooms that are aesthetically decorated. Customary facilities, like room service, power backup, laundry, parking, and front desk, are all available for the guests? comfort. All forms of payments are accepted ranging from cards to money orders. The central location brings wide access to the city areas.Why should you stay here? Budget travellers and families visiting Lucknow will find this hotel to be fulfilling their stay.",1,,26.8484516,80.9868698,2 Adults 2 Kids,"Gomti Nagar, Lucknow",26527,Hotel Awadh Inn,2223,Deluxe Double Non AC Room,c52919068b44bb9f36a4ab1a43b84f65
ObjectId(5b379a6ee15bc1a8984f1517),Newspaper|AC,04/08/2016,05/08/2016,Lucknow,India,,4,,26.8880768,81.0040131,2 Adults 2 Kids,"Indira Nagar, Lucknow",58390,Austha Guest House,778,Double Non-A/C Rooms,be60d5b502ac03e713f76427e5bc3c6a
ObjectId(5b379a6ee15bc1a8984f1518),Parking,04/08/2016,05/08/2016,Lucknow,India,What should you know? Chandra Guest House prides itself on customer satisfaction and provides all basic amenities required for a comfortable stay. Their rooms are air conditioned and have wifi facility. The hotel provides laundry/dry cleaning services and also has an in-house restaurant. Chandra Guest House arranges for pickup and drop facility. They also have cab on call services.Why should you stay here? Enjoy a simple and affordable stay in Lucknow at Chandra Guest House.,2,,26.8570881,80.9980087,2 Adults 2 Kids,"Gomti Nagar, Lucknow",36480,Chandra Guest House,1334,Standard AC Double Room,dbc423ee1294fa45eefb7de4011f712e
ObjectId(5b379a6ee15bc1a8984f1519),Newspaper|AC,04/08/2016,05/08/2016,Lucknow,India,"What should you know? The hotel comes with contemporary architecture and provides 17 well-furnished and comfortable rooms. The amenities provided by this hotel include car rentals, 24-hour front desk for assistance, internet access, laundry facilities, luggage storage, medical services, Wi-Fi, power backup, dry cleaning, ample parking space, and 24-hour room service. The in-room amenities provided by this hotel include air-conditioning, complimentary newspaper, attached bathroom with modern toiletries, hot/cold running water, wakeup call/service, satellite/cable TV, room heaters, and a refrigerator. This hotel is 11.9 km from Chaudhary Charan Singh International Airport, 1.6 km from Lucknow Railway Station, and 5km from Alambagh Bus Stand.Why should you stay here? Few of the sightseeing places that are located near this hotel are Regional Science City, Bhootnath Temple, and Maqbara.",3,,26.8393536,80.9345016,2 Adults 2 Kids,"Hussainganj Chauraha, Lucknow",74422,Hotel Ganga Maiya,1666,Deluxe AC,c098a76f4963447fcee21c345290b3d1
ObjectId(5b379a6ee15bc1a8984f151a),Newspaper|AC,04/08/2016,05/08/2016,Lucknow,India,,5,,26.8332481,80.9228821,1 Adult 2 Kids,"Charbagh, Lucknow",88754,Europe Plaza Hotel,1302,AC Deluxe Single,6f1de327abf919c9a24221eaa8ef8c16
ObjectId(5b379a6ee15bc1a8984f151b),Newspaper|AC,04/08/2016,05/08/2016,Lucknow,India,,4,,26.8827572,80.9676208,2 Adults 2 Kids,"Manas Vihar, Lucknow",76402,Samarpan Vindhyawasini Farm House,1657,Double A/C Rooms,f22bd17e00b314be007c1fbc5e40c051
ObjectId(5b379a6ee15bc1a8984f151c),Newspaper|AC,04/08/2016,05/08/2016,Lucknow,India,,1,,26.8816986,81.0027237,2 Adults 2 Kids,"Avas Vikas Colony, Lucknow",111084,Mohan Homestay,889,Double Non-A/C Rooms,929e4db781194d57a22f2d3389dd4348
ObjectId(5b379a6ee15bc1a8984f151d),WiFi|Newspaper|Card Payment|Pickup & Drop|Parking|AC,04/08/2016,05/08/2016,New Delhi,India,"Hotel Lloyd Residency is located in kalkaji Near Nehru Place with 32 luxurious & well appointed rooms having the facilities like AC , LCD screen TV, a big spacious Lobby, an Electronic Safe in each rooms, separate writing table,Mini-Bar & Wi-Fi.We also have two spacious Banquet halls and so we deal with conferences, Private parties, Birthday Parties, lunch & dinner parties.",2,,28.5419044,77.2553787,1 Adult 2 Kids,"Near Police Station, New Delhi",80742,Hotel Lloyd Residency,2735,Deluxe A/c Single,0379858b9fba2b7f8085e9a49532e807
ObjectId(5b379a6ee15bc1a8984f151e),WiFi|Card Payment|Parking,04/08/2016,05/08/2016,Lucknow,India,,3,,26.8188419,80.9078598,2 Adults 2 Kids,"Alambagh, Lucknow",26475,Hotel Metro,578,Double Non-A/C Rooms,2903f707d99c4ddd759b71403278c282
ObjectId(5b379a6ee15bc1a8984f151f),WiFi|Newspaper|Card Payment,04/08/2016,05/08/2016,New Delhi,India,"What should you know? Hotel Ivory 32 is a boutique hotel situated in the posh locality of South Delhi. The hotel is located 15 km from the airport and around 6 km from the Nizamuddin Railway Station. Ivory 32 offers 23 well-appointed rooms decorated with minimalist interiors. All rooms are equipped with basic amenities including high-speed Wi-Fi connectivity, flat-screen television, tea/coffee maker, electronic safe, and mini-bar. The hotel also houses a restaurant called Café 32, which also provides room service. Other facilities offered by the hotel include a business center, a doctor-on-call, airport transfers, concierge services, babysitting facility, and laundry service.Why should you stay here? This full-service budget hotel is equipped with all the required amenities.",1,,28.5484104,77.2386322,1 Adult 2 Kids,"Greater Kailash 1, New Delhi",22631,Hotel Ivory 32,5412,Executive Single Room,780176f159f2f35641d96ddb5d9df9a4
ObjectId(5b379a6ee15bc1a8984f1520),WiFi|Swimming Pool|Newspaper|Bar|Card Payment|Gym|Elevator|Parking|AC,04/08/2016,05/08/2016,New Delhi,India,"What should you know? Svelte Hotel And Personal Suites is located within the Select Citywalk Mall in Saket, 16 km away from both the airport and New Delhi Railway Station. The hotel offers suites that are provided with a variety of amenities including large-screen television with DVD player, in-room electronic safe, a fully-equipped kitchen, mini-bar, laundry service, and bathroom with a bathtub. Other facilities include round-the-clock room service, travel desk, and car rentals. The in-house restaurant serves food from multiple cuisines, and the hotel also provides the option of in-room cooking by self or on-call chefs.Why should you stay here? Being within the Select Citywalk Mall, the hotel offers an apt opportunity to explore this award-winning mall. With its suites, kitchen and facilities, this hotel is a home away from home.",4,,28.5281658,77.2181854,1 Adult 2 Kids,"Saket District Centre, New Delhi",30898,Svelte Hotel And Personal Suites,8587,Executive A/c Single Bed,71dba56360b7f0c600c043452191e6f2
ObjectId(5b379a6ee15bc1a8984f1521),WiFi|Bar|Card Payment|Parking|AC,04/08/2016,05/08/2016,Lucknow,India,"What should you know? Elora Guest House has a total of 20 rooms that are equipped with several in-room amenities such as air conditioners, DVD players, and colour televisions. All the rooms are spacious and comfortable. Other facilities available in the hotel are a travel counter and hi-speed internet connectivity. Business travellers can also use the hotel?s business centre, which is well-equipped with all the essentials. The hotel also has a garden for guests to spend some free time.Why should you stay here? This budget hotel has plenty to offer to its guests.",5,,26.8443642,80.9389648,1 Adult 2 Kids,"Lalbagh, Lucknow",43980,Elora Guest House,1334,Deluxe AC Single,70af662245cd5f5cc5fa06b4f7398f79
ObjectId(5b379a6ee15bc1a8984f1522),Newspaper|AC,04/08/2016,05/08/2016,Lucknow,India,"What should you know? This guest house is a budget property at Lucknow. It offers accommodation to its guests through its 12 spacious and well-appointed rooms. The in-room amenities include a television, makeup mirror, room service, and hot/cold running water in the bathroom. The property offers a string of essential amenities for its guests such as dry cleaning facility, laundry service, healthy breakfast, medical services, luggage storage facility, front desk, doctor-on-call, and airport transportation. It offers both AC and non-AC Executive rooms for comfortable accommodation.Why should you stay here? The hotel provides homelike comfort as well as a classy ambience. The hotel is known for its warm hospitality and personalised service.",2,,26.8501091,81.02388,2 Adults 2 Kids,"Gomti Nagar, Lucknow",55732,Intercity Guest House,800,Double Non-A/C Rooms,296ce554eef139733f28c035817c69ad
ObjectId(5b379a6ee15bc1a8984f1523),WiFi|Card Payment|Elevator|Parking|AC,04/08/2016,05/08/2016,Lucknow,India,"What should you know? With its motto to serve, Stay Inn International is ideal for both short and long stays, whether one is on a pleasure trip or a business trip. Guests are privy to three categories of rooms, namely Studio, Executive, and Boutique that each differ in size. Additionally, the hotel also has a banquet hall or mehfil, which is suitable for holding conferences, parties, and ceremonial functions. The hotel facilitates ticket booking, has a Wifi zone, offers car rental services, and provides ample parking area and a doctor on call.Why should you stay here? Hotel Stay Inn International is located strategically, and is close to the heart of Lucknow, the railway station, HAL, the famous Bhootnath market, and various prominent malls.",3,,26.8629112,80.9974365,1 Adult 2 Kids,"Gomti Nagar, Lucknow",31327,Hotel Stay Inn International,1502,Studio AC Single,acf959338307866993914410652a18d7
ObjectId(5b379a6ee15bc1a8984f1524),WiFi|Card Payment|AC,04/08/2016,05/08/2016,Lucknow,India,,4,,26.8168373,80.9462738,2 Adults 2 Kids,"Saraswati Puram, Lucknow",69614,Prabhu Niwas Guest House,389,Double Non-A/C Rooms,414e6a9b4ea3a5e7f5916e9d51557adf
ObjectId(5b379a6ee15bc1a8984f1525),WiFi|Elevator|Parking|AC,04/08/2016,05/08/2016,Lucknow,India,"What should you know? Hotel Sky High is part of a budget group of hotels that offer stylish interiors and modern facilities. Amenities include spacious, air-conditioned, fully furnished rooms with 24-hour room service, doctor-on-call service, well-stocked mini-bar, and free pick up to and from the airport/railway station.The hotel also offers large banquet halls for social parties. Guests can choose from a variety of tour packages offered by the hotel. Why should you stay here? Hotel Sky High is a value-for-money lodging offering plush accommodation and exemplary service suitable for the corporate traveller as well as the ordinary tourist.",1,,26.8413868,80.8982162,1 Adult 2 Kids,"Aishbagh, Lucknow",31659,Hotel Sky High,1736,Luxury AC Single,47347364ff585987a05dcf7a887d388c
ObjectId(5b379a6ee15bc1a8984f1526),WiFi,04/08/2016,05/08/2016,Lucknow,India,"What should you know? Saubhagya Inn is situated on Station Road. This 3 star hotel provides facilities like 24-hour front desk, travel counter, banquet hall, internet access, round-the-clock security, spacious and secured parking, and travel assistance. This 3 storey property offers accommodation in 48 rooms. The in-room privileges include 24-hour room service, air-conditioning, laundry, telephone facility, hot and cold water, daily housekeeping, color television, newspaper, and doctor-on-call. Guests can eat in the in-house multi-cuisine restaurant that serves traditional Indian delights. This hotel is situated in the city centre area, and enjoys proximity to significant landmarks like Moti Mahal, Hussainabad Imambara, and Chattar Manzil. It is 1.8 km from railway station and 11 km from airport.Why should you stay here? This hotel is ideal for visitors as it is in the prime area and also close to attractions and railway station, which makes the stay worthwhile for tourists.",2,,26.8354568,80.9331284,1 Adult 2 Kids,"Lalkuan, Lucknow",25517,Saubhagya Inn,2959,Club Room Single,b53004647b59e5716dc583289e588202
ObjectId(5b379a6ee15bc1a8984f1527),Newspaper,04/08/2016,05/08/2016,Lucknow,India,"What should you know? Located at a walkable distance from the Manak Nagar Railway station, Hotel Mohan has a total of 68 AC rooms that are categorized into super deluxe and executive rooms. It provides a wide range of facilities such as 24-hour room service, doctor on-call, laundry services, direct dial telephone, cable TV, local tour services, running hot and cold water, and internet access. For those who would like to setup a party, it also offers a banquet hall. The hotel also has a beauty salon for both men and women called ?Groom and Glow? .Why should you stay here? The in-house restaurant ?Chief Guest? offers various cuisines and liquor brands from India and also across the world.",5,,26.8313103,80.9180298,1 Adult 2 Kids,"Charbagh, Lucknow",789,Hotel Mohan,2267,Super Deluxe Single,36b235651601796ea933f46463e2537e
ObjectId(5b379a6ee15bc1a8984f1528),Newspaper,04/08/2016,05/08/2016,Lucknow,India,"What should you know? Situated 13 km away from the Chaudhary Charan Singh International Airport, Hotel Manglam offers rooms at reasonable rates. Guests can choose between superior rooms, suites and executive rooms. The hotel offers services like a tour and travel desk, 24-hour front desk, a doctor-on-call, power backup, car-rental facility, emergency services, and in-room massages. There is a multi-cuisine restaurant too which specialises in North Indian, Chinese, and Continental cuisines. The hotel is 4.7 km away from the Lucknow Railway Station.Why should you stay here? The hotel offers rooms and facilities to the travellers at reasonable rates.",3,,26.8387966,80.9240417,1 Adult 2 Kids,"Latouche Road, Lucknow",13628,Hotel Manglam,2446,Executive Single,bfafb972cb3dc7ca154bea943ec57867
ObjectId(5b379a6ee15bc1a8984f1529),Parking|AC,04/08/2016,05/08/2016,Lucknow,India,"What should you know? Hotel Anant attempts to give you a perfect getaway from the busy world. This lodge boasts of 31 AC and non-AC rooms that come with cable TV, room service, telephone, tea/coffee maker, and hot water supply in the attached bathroom. The hotel also offers a multi-cuisine restaurant, conference hall, and banquet facilities, internet connectivity, and airport and railway station pickup and drop facilities. Hotel Anant lies at a convenient distance from Lucknow Railway Station and Lucknow Airport. It is also in close proximity to many sightseeing spots in the region such as Rumi Darwaza, Jama Masjid, Chattar Manzil, Bara Imambara, and Lucknow Zoo.Why should you stay here? Business and leisure travelers will find Hotel Anant to be an ideal accommodation suiting their varied needs and budgets.",4,,26.8383255,80.9283371,1 Adult 2 Kids,"Hazratganj, Lucknow",31401,Hotel Anant,462,Dormitory Non AC Per Bed,9eadd6c429c7950d5d4a2828a68780eb
ObjectId(5b379a6ee15bc1a8984f152a),Restaurent | Car Parking,06/01/2016,09/01/2016,Karnal,India,"What should you know? Hotel Anant attempts to give you a perfect getaway from the busy world. This lodge boasts of 31 AC and non-AC rooms that come with cable TV, room service, telephone, tea/coffee maker, and hot water supply in the attached bathroom. The hotel also offers a multi-cuisine restaurant, conference hall, and banquet facilities, internet connectivity, and airport and railway station pickup and drop facilities. Hotel Anant lies at a convenient distance from Lucknow Railway Station and Lucknow Airport. It is also in close proximity to many sightseeing spots in the region such as Rumi Darwaza, Jama Masjid, Chattar Manzil, Bara Imambara, and Lucknow Zoo.Why should you stay here? Business and leisure travelers will find Hotel Anant to be an ideal accommodation suiting their varied needs and budgets.",1,52 Km from Karnal Airport | 16 Km from Safidon Railway Station | 1 Km from Assandh Bus Stand,29.50835228,76.60448456,,"Safidon Road., Assandh, Opposite Radha Swami Satsang Ghar",55474,KK Hotel And Restaurant,482,Double Non A/c Room | Double A/c Room,e9d5f4d8e8534d56b1f785b04716ed96
ObjectId(5b379a6ee15bc1a8984f152b),Restaurent | Swimming Pool | Laundry | Pickup and Drop Facility,06/01/2016,09/01/2016,Kovalam,India,"What should you know? Hotel Anant attempts to give you a perfect getaway from the busy world. This lodge boasts of 31 AC and non-AC rooms that come with cable TV, room service, telephone, tea/coffee maker, and hot water supply in the attached bathroom. The hotel also offers a multi-cuisine restaurant, conference hall, and banquet facilities, internet connectivity, and airport and railway station pickup and drop facilities. Hotel Anant lies at a convenient distance from Lucknow Railway Station and Lucknow Airport. It is also in close proximity to many sightseeing spots in the region such as Rumi Darwaza, Jama Masjid, Chattar Manzil, Bara Imambara, and Lucknow Zoo.Why should you stay here? Business and leisure travelers will find Hotel Anant to be an ideal accommodation suiting their varied needs and budgets.",2,17 Km from Trivandrum Airport | 15 Km from Trivandrum Railway Station | 15 Km from Trivandrum Bus Stand,8.4874897,76.94897461,,Light House Beach,1258,Wilson Tourist Home,565,Double Non A/c Room | Double A/c Room | A/c Suite | Extra Bed | Pickup from Airport | Pickup from Railway station,9ccef223d3a5ca694d83805089ac09c3
ObjectId(5b379a6ee15bc1a8984f152c),Restaurent | Bar/Pub | Wifi | Credit Card | Laundry | Free Newspaper,06/01/2016,09/01/2016,Shimla,India,"What should you know? Hotel Anant attempts to give you a perfect getaway from the busy world. This lodge boasts of 31 AC and non-AC rooms that come with cable TV, room service, telephone, tea/coffee maker, and hot water supply in the attached bathroom. The hotel also offers a multi-cuisine restaurant, conference hall, and banquet facilities, internet connectivity, and airport and railway station pickup and drop facilities. Hotel Anant lies at a convenient distance from Lucknow Railway Station and Lucknow Airport. It is also in close proximity to many sightseeing spots in the region such as Rumi Darwaza, Jama Masjid, Chattar Manzil, Bara Imambara, and Lucknow Zoo.Why should you stay here? Business and leisure travelers will find Hotel Anant to be an ideal accommodation suiting their varied needs and budgets.",5,22 Km from Jubbar Hatti Airport | 2 Km from Shimla Railway Station | 1 Km from Shimla Bus Stand,31.09958267,77.17601776,,"Opp High Court,The Mall Road",106,Hotel Shingar,1545,Deluxe Double | Super Deluxe Double |   Luxury Suit-I | Luxury Suit-II | Extra Bed,7d9f7226802f4987da6279b3b9aa4e55
ObjectId(5b379a6ee15bc1a8984f152d),Restaurent | Bar/Pub | Business Center | Wifi | Credit Card | Laundry | Gym | Free Newspaper | Car Parking,06/01/2016,09/01/2016,Kasauli,India,"What should you know? Hotel Anant attempts to give you a perfect getaway from the busy world. This lodge boasts of 31 AC and non-AC rooms that come with cable TV, room service, telephone, tea/coffee maker, and hot water supply in the attached bathroom. The hotel also offers a multi-cuisine restaurant, conference hall, and banquet facilities, internet connectivity, and airport and railway station pickup and drop facilities. Hotel Anant lies at a convenient distance from Lucknow Railway Station and Lucknow Airport. It is also in close proximity to many sightseeing spots in the region such as Rumi Darwaza, Jama Masjid, Chattar Manzil, Bara Imambara, and Lucknow Zoo.Why should you stay here? Business and leisure travelers will find Hotel Anant to be an ideal accommodation suiting their varied needs and budgets.",6,63 Km from Chandigarh Airport | 10 Km from Darampur Railway Station | 24 Km from Solan ISBT Bus Stand,30.90102005,76.97119141,,"Kasauli, Village Nalwa,",10805,Hotel Kasauli Resort,895,"Deluxe Rooms | Super Deluxe Rooms
 |  Suite Room | Extra Bed",6d0ae93ef7674c39fb6a3e7f52de24cb
ObjectId(5b379a6ee15bc1a8984f152e),Business Center | Wifi | Credit Card | Laundry | Car Parking,06/01/2016,09/01/2016,Jhansi,India,"What should you know? Hotel Anant attempts to give you a perfect getaway from the busy world. This lodge boasts of 31 AC and non-AC rooms that come with cable TV, room service, telephone, tea/coffee maker, and hot water supply in the attached bathroom. The hotel also offers a multi-cuisine restaurant, conference hall, and banquet facilities, internet connectivity, and airport and railway station pickup and drop facilities. Hotel Anant lies at a convenient distance from Lucknow Railway Station and Lucknow Airport. It is also in close proximity to many sightseeing spots in the region such as Rumi Darwaza, Jama Masjid, Chattar Manzil, Bara Imambara, and Lucknow Zoo.Why should you stay here? Business and leisure travelers will find Hotel Anant to be an ideal accommodation suiting their varied needs and budgets.",3,5 Km from Jhansi Airport | 1 Km from Jhansi Junction Railway Station | 3 Km from Jhansi Bus Station,25.44768333,78.56360626,,"1051, Opp. Betwa Bhawan, Station Rd, Civil Lines,",30719,Shrinath Palace Hotel,1543,Deluxe A/c Single | Deluxe Double A/c | Super Deluxe Single A/c | Super Deluxe Double A/c | Crown Deluxe  Single | Crown Deluxe  Double | Crown Executive Single | Crown Executive Double | Suite Single | Suite Double | Crown Suite Single | Crown Suite Double | Extra Bed,4559db89e8327e0b6bbe842bb7e7abe3
ObjectId(5b379a6ee15bc1a8984f152f),Bar/Pub | Wifi | Swimming Pool | Credit Card | Laundry | Pickup and Drop Facility | Gym,06/01/2016,09/01/2016,Faridabad,India,"What should you know? Hotel Anant attempts to give you a perfect getaway from the busy world. This lodge boasts of 31 AC and non-AC rooms that come with cable TV, room service, telephone, tea/coffee maker, and hot water supply in the attached bathroom. The hotel also offers a multi-cuisine restaurant, conference hall, and banquet facilities, internet connectivity, and airport and railway station pickup and drop facilities. Hotel Anant lies at a convenient distance from Lucknow Railway Station and Lucknow Airport. It is also in close proximity to many sightseeing spots in the region such as Rumi Darwaza, Jama Masjid, Chattar Manzil, Bara Imambara, and Lucknow Zoo.Why should you stay here? Business and leisure travelers will find Hotel Anant to be an ideal accommodation suiting their varied needs and budgets.",1,"25 Km from Indira Gandhi International Airport, Delhi | 25 Km from Nisamudhin Railway Station | 5 Km from Tigri Bus Stand",28.3822155,77.30310822,,"Surajkund,Faridabhad",11524,Hotel Rajhans,6546,Deluxe Double A/C | Luxury Suite | Kurukshetra Suite A/C | Extra Bed | Pickup from Airport | Pickup from Railway station,b0fc7be885d06d634f14fc2d410c9a1d
ObjectId(5b379a6ee15bc1a8984f1530),Restaurent | Laundry | Free Newspaper,06/01/2016,09/01/2016,Dalhousie,India,"What should you know? Hotel Anant attempts to give you a perfect getaway from the busy world. This lodge boasts of 31 AC and non-AC rooms that come with cable TV, room service, telephone, tea/coffee maker, and hot water supply in the attached bathroom. The hotel also offers a multi-cuisine restaurant, conference hall, and banquet facilities, internet connectivity, and airport and railway station pickup and drop facilities. Hotel Anant lies at a convenient distance from Lucknow Railway Station and Lucknow Airport. It is also in close proximity to many sightseeing spots in the region such as Rumi Darwaza, Jama Masjid, Chattar Manzil, Bara Imambara, and Lucknow Zoo.Why should you stay here? Business and leisure travelers will find Hotel Anant to be an ideal accommodation suiting their varied needs and budgets.",4,100 Km from Pathankot  Airport | 80 Km from Pathankot Railway Station | 1 Km from Dalhousie Bus Stand,32.53651428,75.98247528,,"Garam Saddak, G.P.O Square",165,Hotel Aarti,895,Double Non A/c | Extra Bed,b54c6886021d8b5500b0500f1ab9e62c
ObjectId(5b379a6ee15bc1a8984f1531),Laundry,06/01/2016,09/01/2016,Hassan,India,"What should you know? Hotel Anant attempts to give you a perfect getaway from the busy world. This lodge boasts of 31 AC and non-AC rooms that come with cable TV, room service, telephone, tea/coffee maker, and hot water supply in the attached bathroom. The hotel also offers a multi-cuisine restaurant, conference hall, and banquet facilities, internet connectivity, and airport and railway station pickup and drop facilities. Hotel Anant lies at a convenient distance from Lucknow Railway Station and Lucknow Airport. It is also in close proximity to many sightseeing spots in the region such as Rumi Darwaza, Jama Masjid, Chattar Manzil, Bara Imambara, and Lucknow Zoo.Why should you stay here? Business and leisure travelers will find Hotel Anant to be an ideal accommodation suiting their varied needs and budgets.",5,206 Km from Bangalore International Airport | 2 Km from Hassan Railway Station | 1 Km from Hassan,13.00393105,76.0994873,,Old Municipality Road,11245,Hotel Sanman,1226,Single Non A/c Room | Double Non A/c Room | Deluxe Double Non A/c | Family Non A/c(4pax) | Extra Bed,d2fbf928aa687a897c440d191f63ce13
ObjectId(5b379a6ee15bc1a8984f1532),Swimming Pool | Credit Card | Laundry | Car Parking,06/01/2016,09/01/2016,Mahabaleshwar,India,"What should you know? Hotel Anant attempts to give you a perfect getaway from the busy world. This lodge boasts of 31 AC and non-AC rooms that come with cable TV, room service, telephone, tea/coffee maker, and hot water supply in the attached bathroom. The hotel also offers a multi-cuisine restaurant, conference hall, and banquet facilities, internet connectivity, and airport and railway station pickup and drop facilities. Hotel Anant lies at a convenient distance from Lucknow Railway Station and Lucknow Airport. It is also in close proximity to many sightseeing spots in the region such as Rumi Darwaza, Jama Masjid, Chattar Manzil, Bara Imambara, and Lucknow Zoo.Why should you stay here? Business and leisure travelers will find Hotel Anant to be an ideal accommodation suiting their varied needs and budgets.",2,133 Km from Pune International Airport  | 74 Km from Diwan Khavati Railway Station | 12 Km from ST Bus Stand,17.92489052,73.65687561,,"28, M.G. Road,Near S.T. Bus Stand",11514,Hotel Panorama,459,Double Non A/c Room | Family Suite A/c | Cottage Non A/c | Deluxe Large A/c | Deluxe Large Non A/c | Deluxe A/c | Extra Bed,a785fe8326bcb9aa5dfb883655f057b9
ObjectId(5b379a6ee15bc1a8984f1533),Restaurent | Bar/Pub | Wifi | Credit Card | Laundry | Free Newspaper | Car Parking,06/01/2016,09/01/2016,Ajmer,India,"What should you know? Hotel Anant attempts to give you a perfect getaway from the busy world. This lodge boasts of 31 AC and non-AC rooms that come with cable TV, room service, telephone, tea/coffee maker, and hot water supply in the attached bathroom. The hotel also offers a multi-cuisine restaurant, conference hall, and banquet facilities, internet connectivity, and airport and railway station pickup and drop facilities. Hotel Anant lies at a convenient distance from Lucknow Railway Station and Lucknow Airport. It is also in close proximity to many sightseeing spots in the region such as Rumi Darwaza, Jama Masjid, Chattar Manzil, Bara Imambara, and Lucknow Zoo.Why should you stay here? Business and leisure travelers will find Hotel Anant to be an ideal accommodation suiting their varied needs and budgets.",6,3 Km from Jaisalmer Airport | 1 Km from Jaisalmer Railway Staion | 1 Km from Jaisalmer Bus Stand,26.46175385,74.63717651,,"Opp. Kishanghat Parol, Jethwai Road",201,Haveli Heritage Inn - Heritage,987,Deluxe Room |  Super Deluxe Room | Superior Room | Standard Room type-2 | Superior a/c | Extra Bed,561d7e4ffa828748531a257f1ee846b7
ObjectId(5b379a6ee15bc1a8984f1534),Restaurent | Bar/Pub | Credit Card | Pickup and Drop Facility | Free Newspaper | Car Parking,06/01/2016,09/01/2016,Lucknow,India,"What should you know? Hotel Anant attempts to give you a perfect getaway from the busy world. This lodge boasts of 31 AC and non-AC rooms that come with cable TV, room service, telephone, tea/coffee maker, and hot water supply in the attached bathroom. The hotel also offers a multi-cuisine restaurant, conference hall, and banquet facilities, internet connectivity, and airport and railway station pickup and drop facilities. Hotel Anant lies at a convenient distance from Lucknow Railway Station and Lucknow Airport. It is also in close proximity to many sightseeing spots in the region such as Rumi Darwaza, Jama Masjid, Chattar Manzil, Bara Imambara, and Lucknow Zoo.Why should you stay here? Business and leisure travelers will find Hotel Anant to be an ideal accommodation suiting their varied needs and budgets.",3,10 Km from Lucknow Airport | 1 Km from Lucknow  Railway station | 1 Km from Lucknow Bus Stand,26.83972359,80.92182922,,"Naka Hindola, Aminabad Road",1116,Hotel Deep Avadh,654,AC Economy Single | AC Economy Double Room | Superior AC Single | Superior Double | Deluxe Single  | Deluxe Double  | Extra Bed | Pickup from Airport,95d95f1a818412dd2bbc6a539305c466
ObjectId(5b379a6ee15bc1a8984f1535),Restaurent | Business Center | Wifi | Credit Card | Laundry | Free Newspaper | Car Parking,06/01/2016,09/01/2016,Coimbatore,India,"What should you know? Hotel Anant attempts to give you a perfect getaway from the busy world. This lodge boasts of 31 AC and non-AC rooms that come with cable TV, room service, telephone, tea/coffee maker, and hot water supply in the attached bathroom. The hotel also offers a multi-cuisine restaurant, conference hall, and banquet facilities, internet connectivity, and airport and railway station pickup and drop facilities. Hotel Anant lies at a convenient distance from Lucknow Railway Station and Lucknow Airport. It is also in close proximity to many sightseeing spots in the region such as Rumi Darwaza, Jama Masjid, Chattar Manzil, Bara Imambara, and Lucknow Zoo.Why should you stay here? Business and leisure travelers will find Hotel Anant to be an ideal accommodation suiting their varied needs and budgets.",2,12 Km from Coimbatore Airport | 2 Km from Coimbatore Junction | 1 Km from Gandhi Puram Bus Stop,25.30864716,83.00260925,,"56 Sivasamy road, Ramnagar",115,Hotel City Tower,3654,Non AC Standard Single | Non AC Standard Double | AC Standard Double | Non AC Executive Single | Non AC Executive Double | AC Executive Single | AC Executive Double | AC Deluxe Suite  | Presidential AC Suite | Extra Bed | Pickup from Railway station,a8dd7217c4df5cf61848594ea78fde8c
ObjectId(5b379a6ee15bc1a8984f1536),Restaurent | Business Center | Laundry | Pickup and Drop Facility | Free Newspaper | Car Parking,06/01/2016,09/01/2016,Sawai Madhopur,India,"What should you know? Hotel Anant attempts to give you a perfect getaway from the busy world. This lodge boasts of 31 AC and non-AC rooms that come with cable TV, room service, telephone, tea/coffee maker, and hot water supply in the attached bathroom. The hotel also offers a multi-cuisine restaurant, conference hall, and banquet facilities, internet connectivity, and airport and railway station pickup and drop facilities. Hotel Anant lies at a convenient distance from Lucknow Railway Station and Lucknow Airport. It is also in close proximity to many sightseeing spots in the region such as Rumi Darwaza, Jama Masjid, Chattar Manzil, Bara Imambara, and Lucknow Zoo.Why should you stay here? Business and leisure travelers will find Hotel Anant to be an ideal accommodation suiting their varied needs and budgets.",5,4 Km from Ranthambhore National Park | 1 Km from Sawai Madhopur Junction | 4 Km from Tonk Bus Stand,26.01688766,76.35098267,,"BalMandir Colony, Tonk Road",103,Hotel Pink Palace,1200,Double Non A/c Room | Double A/c Room | Extra Bed,258cfb0ad0cc9488d0ccd6d4589a1c2d
